accommodates,bathrooms,bed_type,bedrooms,beds,calculated_host_listings_count,cancellation_policy,guests_included,has_availability,host_is_superhost,host_listings_count,instant_bookable,maximum_nights,number_of_reviews,property_type,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,room_type,price
2,1,Real Bed,1,1,4,strict,1,t,t,4,f,365,174,House,10,10,9,98,10,Entire home/apt,$60.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,6,9,Apartment,10,10,10,98,9,Entire home/apt,$125.00 
6,2.5,Real Bed,3,4,2,strict,0,t,t,2,f,12,3,House,10,10,10,100,10,Entire home/apt,$750.00 
5,1,Real Bed,1,1,1,moderate,3,t,f,1,f,1125,11,Apartment,8,9,10,85,8,Entire home/apt,$200.00 
4,2.5,Real Bed,2,2,1,flexible,1,t,f,1,f,21,3,Other,10,10,9,100,9,Entire home/apt,$225.00 
3,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,3,Apartment,10,10,9,100,10,Entire home/apt,$100.00 
2,1,Real Bed,0,1,3,flexible,1,t,f,3,f,1125,2,Apartment,10,10,10,100,10,Entire home/apt,$59.00 
6,1,Real Bed,3,3,2,moderate,3,t,f,3,f,30,24,House,9,9,10,95,9,Entire home/apt,$145.00 
2,1.5,Real Bed,1,1,2,strict,2,t,t,2,f,14,4,House,10,10,10,100,10,Entire home/apt,$175.00 
6,2,Real Bed,2,2,1,moderate,1,t,f,1,f,1125,2,House,10,10,10,100,10,Entire home/apt,$275.00 
6,3,Real Bed,3,3,1,strict,4,t,f,1,f,1125,10,House,10,10,10,100,10,Entire home/apt,$500.00 
8,2.5,Real Bed,4,5,1,strict,8,t,f,1,f,45,10,House,10,10,10,100,10,Entire home/apt,$595.00 
8,2,Real Bed,3,3,1,flexible,1,t,f,1,t,1125,0,House,,,,,,Entire home/apt,$500.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$200.00 
6,2,Real Bed,3,3,2,strict,1,t,f,301,f,1125,1,House,10,10,10,100,10,Entire home/apt,$399.00 
6,1,Real Bed,2,3,1,strict,2,t,t,1,f,365,42,House,10,10,10,98,10,Entire home/apt,$250.00 
4,1,Real Bed,1,2,2,moderate,1,t,f,2,f,9,1,Apartment,10,10,10,94,8,Entire home/apt,$350.00 
4,2,Real Bed,2,3,1,strict,5,t,f,1,f,1125,5,House,10,10,8,95,10,Entire home/apt,$200.00 
4,1,Real Bed,1,3,17,strict,1,t,f,19,f,1125,1,House,8,8,10,80,8,Entire home/apt,$149.00 
4,1,Real Bed,1,1,1,strict,1,t,f,1,f,1125,4,House,10,10,10,100,10,Entire home/apt,$140.00 
8,2,Real Bed,3,4,1,strict,6,t,f,1,f,29,4,House,10,10,10,100,10,Entire home/apt,$200.00 
4,1,Real Bed,0,3,2,moderate,1,t,t,2,t,1125,13,Condominium,10,10,10,98,10,Entire home/apt,$119.00 
6,3,Real Bed,3,3,1,moderate,1,t,f,2,t,12,1,House,10,10,10,100,10,Entire home/apt,$899.00 
5,2,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,1,Apartment,10,10,10,100,10,Entire home/apt,$300.00 
3,,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$400.00 
4,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,3,Apartment,10,10,10,100,9,Entire home/apt,$150.00 
2,1,Real Bed,1,1,1,moderate,3,t,f,1,f,1125,1,Apartment,10,10,10,100,10,Entire home/apt,$165.00 
2,1,Real Bed,1,1,1,strict,1,t,f,1,f,1125,10,Apartment,10,9,10,94,9,Entire home/apt,$100.00 
2,,Real Bed,1,1,2,strict,1,t,t,2,f,21,103,House,10,10,10,99,10,Entire home/apt,$149.00 
6,1,Real Bed,2,3,1,moderate,6,t,f,1,f,3,4,House,10,10,10,100,10,Entire home/apt,$200.00 
2,1,Real Bed,1,1,1,flexible,0,t,t,1,f,1125,14,House,10,10,10,100,10,Private room,$80.00 
2,1,Real Bed,1,1,1,moderate,2,t,t,1,f,1125,19,Apartment,10,10,10,99,10,Private room,$85.00 
2,1,Real Bed,1,1,1,strict,1,t,t,2,f,28,183,House,10,10,9,96,10,Entire home/apt,$68.00 
2,1,Real Bed,1,1,2,flexible,1,t,f,2,f,1125,4,House,10,10,10,100,10,Private room,$100.00 
12,2,Real Bed,4,6,1,moderate,1,t,f,1,f,30,40,House,10,9,10,95,9,Entire home/apt,$495.00 
2,2,Real Bed,1,2,2,strict,2,t,t,2,f,7,22,House,10,10,10,94,9,Private room,$115.00 
2,1,Real Bed,1,1,2,moderate,1,t,f,2,f,1125,0,House,,,,,,Private room,$85.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,5,House,9,9,10,88,10,Private room,$100.00 
3,1,Real Bed,1,2,4,strict,1,t,f,4,f,1125,0,Apartment,,,,,,Entire home/apt,$85.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,t,1125,0,Apartment,,,,,,Entire home/apt,$300.00 
2,1,Real Bed,1,1,9,moderate,1,t,f,11,f,7,1,Apartment,10,10,10,100,10,Private room,$85.00 
8,2,Real Bed,3,4,1,strict,1,t,f,1,f,1125,2,House,10,10,10,100,8,Entire home/apt,$500.00 
16,5,Real Bed,7,12,7,strict,11,t,f,7,f,29,12,Camper/RV,10,10,10,100,10,Entire home/apt,"$1,350.00 "
3,1,Real Bed,0,1,1,moderate,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$100.00 
3,1,Real Bed,0,1,17,strict,1,t,f,19,f,1125,1,Chalet,10,10,10,100,10,Entire home/apt,$155.00 
2,1,Real Bed,1,1,4,strict,1,t,t,4,f,365,157,House,10,10,9,97,10,Entire home/apt,$60.00 
4,1,Real Bed,2,2,1,strict,4,t,f,1,f,3,1,House,8,10,10,100,6,Entire home/apt,$300.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$200.00 
5,1,Real Bed,2,3,8,strict,4,t,t,9,f,30,29,House,10,10,10,97,10,Entire home/apt,$125.00 
4,1,Real Bed,1,1,1,strict,1,t,f,1,f,1125,3,Apartment,10,10,10,100,10,Entire home/apt,$400.00 
4,1,Real Bed,0,1,1,strict,2,t,f,1,f,1125,5,Apartment,10,10,9,92,10,Entire home/apt,$80.00 
8,2,Real Bed,3,4,6,strict,5,t,f,14,f,1125,3,House,10,10,9,87,9,Entire home/apt,$315.00 
4,1,Real Bed,1,2,6,strict,1,t,f,7,f,30,1,Apartment,10,10,10,100,10,Entire home/apt,$170.00 
10,3,Real Bed,5,7,2,moderate,0,t,f,2,f,1125,6,House,10,10,10,93,9,Entire home/apt,$800.00 
5,1,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$400.00 
2,1,Real Bed,2,2,1,strict,2,t,f,1,f,1125,2,Apartment,9,10,10,80,7,Entire home/apt,$85.00 
5,1,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$250.00 
3,1,Real Bed,1,2,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$90.00 
6,1,Real Bed,2,2,4,strict,1,t,f,4,f,1125,1,House,10,8,10,60,8,Entire home/apt,$130.00 
6,2.5,Real Bed,3,3,3,strict,1,t,f,3,f,1125,0,House,,,,,,Entire home/apt,$750.00 
6,1,Real Bed,1,3,1,moderate,4,t,f,1,f,1125,2,Apartment,10,10,10,90,9,Entire home/apt,$250.00 
4,1,Real Bed,0,2,4,strict,1,t,f,4,f,1125,0,Loft,,,,,,Entire home/apt,$105.00 
6,2,Real Bed,2,4,1,moderate,5,t,f,1,f,14,48,House,10,10,10,96,9,Entire home/apt,$239.00 
8,2.5,Real Bed,3,3,8,strict,4,t,f,26,f,1125,0,House,,,,,,Entire home/apt,$230.00 
4,1,Real Bed,1,2,1,moderate,1,t,f,1,f,1125,4,Apartment,9,10,9,95,9,Entire home/apt,$200.00 
4,1.5,Real Bed,1,1,1,strict,1,t,f,1,f,1125,0,Loft,,,,,,Entire home/apt,$350.00 
2,1,Real Bed,0,1,1,flexible,1,t,f,1,f,1125,10,Apartment,10,10,10,89,8,Entire home/apt,$145.00 
6,2,Real Bed,4,3,1,moderate,4,t,f,1,f,7,3,House,10,10,10,100,10,Entire home/apt,$450.00 
4,1,Real Bed,2,2,1,strict,2,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$125.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$220.00 
3,2,Couch,1,1,1,flexible,1,t,f,1,f,1125,15,Apartment,10,10,10,96,10,Shared room,$38.00 
1,1,Couch,1,1,1,flexible,1,t,f,1,t,6,1,Apartment,10,10,8,80,8,Shared room,$95.00 
3,2,Real Bed,1,2,1,flexible,1,t,f,1,t,1125,1,Apartment,10,8,8,100,8,Shared room,$220.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,t,10,10,Apartment,10,10,9,92,9,Shared room,$175.00 
5,1,Real Bed,3,3,1,moderate,1,t,f,1,f,1125,1,Townhouse,10,10,8,80,6,Entire home/apt,$236.00 
3,1,Real Bed,2,2,1,moderate,1,t,f,1,f,8,2,Condominium,10,10,10,100,10,Entire home/apt,$249.00 
2,1,Real Bed,1,1,2,flexible,2,t,f,2,f,1125,0,House,,,,,,Private room,$200.00 
10,3,Real Bed,4,4,1,moderate,8,t,f,1,f,14,9,House,10,10,10,100,10,Entire home/apt,$850.00 
9,2,Real Bed,4,4,7,strict,1,t,f,339,f,180,2,House,9,8,9,80,9,Entire home/apt,$978.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,21,0,Apartment,,,,,,Private room,$500.00 
4,1,Real Bed,1,2,2,strict,4,t,f,2,f,1125,1,House,10,8,10,100,10,Private room,$95.00 
6,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$350.00 
10,3,Real Bed,4,4,2,strict,8,t,f,2,f,1125,2,House,10,9,9,90,9,Entire home/apt,$500.00 
4,1,Real Bed,2,1,2,flexible,1,t,f,2,f,1125,0,House,,,,,,Entire home/apt,$300.00 
6,2,Real Bed,3,4,4,strict,1,t,f,4,f,1125,0,House,,,,,,Entire home/apt,$288.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$500.00 
2,1,Real Bed,1,1,4,strict,2,t,f,4,f,30,53,House,10,10,9,96,10,Private room,$85.00 
2,1,Real Bed,1,1,1,moderate,0,t,f,1,f,7,18,Apartment,10,10,10,99,10,Entire home/apt,$175.00 
3,1,Real Bed,1,2,1,moderate,3,t,f,1,f,7,3,Apartment,10,10,10,100,10,Entire home/apt,$150.00 
2,1,Real Bed,1,1,2,strict,2,t,t,2,f,1125,15,House,10,10,10,95,9,Entire home/apt,$108.00 
4,1,Real Bed,1,1,1,flexible,1,t,f,1,f,10,0,Apartment,,,,,,Entire home/apt,$325.00 
4,1,Real Bed,2,2,2,strict,1,t,t,2,f,1125,0,Townhouse,,,,,,Entire home/apt,$299.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,2,0,Treehouse,,,,,,Private room,$150.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Private room,$50.00 
5,1,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,1,Apartment,10,10,8,80,8,Entire home/apt,$500.00 
5,1,Real Bed,2,2,1,strict,1,t,f,1,f,1125,1,House,10,10,10,100,10,Entire home/apt,$195.00 
5,1,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,3,House,9,9,10,100,8,Entire home/apt,$400.00 
3,1,Real Bed,1,2,1,flexible,1,t,f,1,f,1125,1,Apartment,10,10,10,100,10,Shared room,$60.00 
10,2,Real Bed,3,5,6,strict,6,t,f,14,f,1125,2,House,9,9,10,90,8,Entire home/apt,$359.00 
2,1,Real Bed,0,1,1,flexible,2,t,f,1,f,4,27,House,10,10,10,100,10,Entire home/apt,$125.00 
2,1,Real Bed,1,1,1,moderate,2,t,t,1,f,5,18,Apartment,10,10,10,98,10,Entire home/apt,$95.00 
5,1.5,Real Bed,1,3,1,strict,1,t,f,1,f,1125,4,Apartment,10,10,10,100,10,Entire home/apt,$250.00 
4,2,Real Bed,2,2,1,moderate,1,t,t,1,t,1125,28,House,10,10,10,98,10,Entire home/apt,$299.00 
8,2,Real Bed,4,6,2,strict,1,t,f,7,f,1125,0,House,,,,,,Entire home/apt,"$1,350.00 "
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,10,House,10,10,9,94,9,Private room,$70.00 
2,1,Real Bed,1,1,5,strict,1,t,f,5,f,1125,0,House,,,,,,Private room,$125.00 
5,2,Real Bed,3,4,1,strict,1,t,f,1,t,1125,1,House,10,10,10,100,10,Entire home/apt,$400.00 
8,3,Real Bed,4,6,6,strict,1,t,f,9,f,5,0,House,,,,,,Entire home/apt,"$1,000.00 "
10,4,Real Bed,4,4,1,strict,1,t,f,1,t,1125,0,House,,,,,,Entire home/apt,"$1,000.00 "
8,2.5,Real Bed,4,4,1,strict,6,t,f,1,f,1125,1,House,10,10,10,100,10,Entire home/apt,$500.00 
6,1,Real Bed,2,3,1,moderate,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$450.00 
4,1,Real Bed,1,3,7,strict,1,t,f,339,f,180,4,House,10,10,9,96,9,Entire home/apt,$172.00 
1,1.5,Real Bed,1,1,2,flexible,2,t,f,2,f,3,1,House,10,10,10,100,10,Private room,$175.00 
4,1,Real Bed,0,1,1,flexible,3,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$219.00 
6,2,Real Bed,3,3,1,strict,1,t,t,1,f,30,19,House,10,10,10,98,9,Entire home/apt,$595.00 
5,2,Real Bed,2,2,1,moderate,2,t,t,1,f,1125,10,House,10,9,9,96,10,Entire home/apt,$98.00 
8,2.5,Real Bed,4,4,1,strict,8,t,f,1,f,14,4,House,10,10,10,100,10,Entire home/apt,$600.00 
6,2,Real Bed,3,5,2,strict,1,t,f,301,f,1125,1,House,,,,,,Entire home/apt,"$1,079.00 "
4,1,Real Bed,1,2,1,moderate,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$185.00 
5,2,Real Bed,3,4,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$975.00 
7,2.5,Real Bed,3,4,2,strict,1,t,f,301,f,1125,0,House,,,,,,Entire home/apt,$699.00 
2,1,Real Bed,1,1,1,strict,2,t,f,1,f,30,126,Apartment,9,9,10,91,9,Entire home/apt,$98.00 
4,1,Real Bed,1,1,1,strict,2,t,f,1,t,1125,17,Apartment,9,10,8,80,9,Private room,$50.00 
6,2,Real Bed,3,3,1,moderate,5,t,f,1,t,14,5,Townhouse,10,10,10,96,10,Entire home/apt,$160.00 
4,1,Real Bed,1,2,1,flexible,1,t,f,1,t,1125,3,Apartment,10,10,9,90,9,Entire home/apt,$95.00 
4,1,Real Bed,2,2,1,strict,5,t,t,1,f,30,71,House,10,10,10,98,10,Entire home/apt,$124.00 
10,4,Real Bed,5,5,6,flexible,1,t,f,8,f,1125,0,Apartment,,,,,,Entire home/apt,$349.00 
4,1,Real Bed,2,2,6,strict,1,t,f,8,f,1125,2,Apartment,10,10,10,100,10,Entire home/apt,$119.00 
6,3,Real Bed,3,4,1,strict,1,t,f,1,f,14,3,House,10,10,10,100,10,Entire home/apt,$399.00 
8,2,Real Bed,4,4,1,moderate,6,t,f,1,f,125,1,House,10,10,10,100,10,Entire home/apt,$479.00 
3,1,Real Bed,0,2,1,flexible,1,t,f,1,f,1125,8,Camper/RV,10,10,10,100,10,Entire home/apt,$60.00 
4,2,Real Bed,2,2,1,strict,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$745.00 
4,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,134,Apartment,10,10,10,96,9,Entire home/apt,$119.00 
4,1,Real Bed,2,2,17,strict,1,t,f,21,f,1125,15,House,10,9,10,97,9,Entire home/apt,$140.00 
3,1,Real Bed,0,1,1,moderate,2,t,t,1,f,7,14,House,10,10,10,99,10,Entire home/apt,$99.00 
2,1.5,Real Bed,2,1,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$675.00 
4,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,1,House,10,10,10,100,10,Private room,$249.00 
4,1,Real Bed,3,3,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$550.00 
2,1,Real Bed,1,1,2,strict,1,t,f,7,f,1125,3,House,10,10,10,100,9,Entire home/apt,$178.00 
2,1,Real Bed,0,1,1,strict,1,t,f,1,f,60,6,Apartment,10,9,10,97,10,Entire home/apt,$250.00 
4,1,Real Bed,1,1,1,strict,1,t,f,1,f,2,0,Apartment,,,,,,Entire home/apt,$400.00 
6,2,Real Bed,3,3,1,moderate,1,t,t,1,f,29,45,House,10,10,10,100,10,Entire home/apt,$290.00 
2,1,Real Bed,0,1,1,moderate,2,t,f,1,f,190,5,Apartment,10,10,10,100,10,Entire home/apt,$120.00 
3,1,Real Bed,2,3,1,strict,1,t,f,1,f,10,2,Apartment,8,9,10,60,7,Entire home/apt,$300.00 
1,1,Real Bed,2,1,2,flexible,1,t,f,2,f,1125,0,House,,,,,,Entire home/apt,$300.00 
2,1,Real Bed,1,2,1,flexible,2,t,f,1,f,1125,4,Apartment,10,10,10,100,10,Entire home/apt,$142.00 
2,1,Real Bed,1,1,2,flexible,2,t,f,2,f,1125,2,Apartment,10,10,10,100,10,Private room,$70.00 
2,1,Real Bed,1,1,1,moderate,1,t,f,1,t,1125,15,House,10,10,10,98,10,Private room,$125.00 
5,1,Real Bed,2,4,1,moderate,1,t,t,2,t,30,42,House,10,10,10,100,10,Entire home/apt,$180.00 
2,1,Real Bed,1,2,1,strict,1,t,f,1,f,14,13,Apartment,10,10,10,94,9,Entire home/apt,$125.00 
6,1,Real Bed,2,3,5,strict,4,t,f,5,t,1125,31,Apartment,10,10,9,95,10,Entire home/apt,$109.00 
2,1,Real Bed,1,1,7,strict,2,t,f,7,f,30,29,House,10,9,10,89,9,Private room,$89.00 
2,1,Real Bed,1,2,2,flexible,1,t,t,2,f,10,28,House,10,10,10,99,10,Private room,$150.00 
3,1,Real Bed,1,2,2,flexible,1,t,f,2,f,5,0,Townhouse,,,,,,Private room,$150.00 
2,0.5,Airbed,0,1,1,strict,1,t,f,1,t,1125,0,Other,,,,,,Entire home/apt,"$1,700.00 "
3,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Private room,$119.00 
6,1.5,Real Bed,2,2,1,strict,1,t,f,1,f,1125,2,Apartment,10,10,10,100,10,Entire home/apt,$500.00 
3,1,Real Bed,1,3,3,flexible,3,t,f,3,t,1125,4,Apartment,10,10,10,85,8,Entire home/apt,$120.00 
4,1,Real Bed,2,1,1,strict,4,t,f,1,f,30,10,House,10,10,10,98,10,Entire home/apt,$125.00 
4,1,Real Bed,1,2,6,strict,1,t,f,6,f,1125,0,House,,,,,,Private room,$129.00 
3,1,Real Bed,1,1,4,strict,2,t,f,4,f,365,13,Apartment,10,10,10,94,9,Entire home/apt,$115.00 
4,1,Real Bed,1,1,2,moderate,2,t,t,2,f,1125,9,Apartment,10,10,10,100,10,Entire home/apt,$98.00 
8,1,Real Bed,3,5,1,moderate,6,t,f,1,f,3,3,House,10,10,10,100,10,Entire home/apt,$600.00 
6,2,Real Bed,2,2,1,strict,1,t,f,1,f,3,0,Apartment,,,,,,Entire home/apt,$900.00 
10,3.5,Real Bed,4,5,14,strict,8,t,f,21,f,14,3,House,10,10,10,100,10,Entire home/apt,$750.00 
2,1,Real Bed,1,1,1,moderate,1,t,f,1,t,365,8,Apartment,10,10,9,98,9,Private room,$149.00 
4,1,Real Bed,2,2,1,moderate,4,t,f,1,f,5,0,House,,,,,,Entire home/apt,$238.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Private room,$300.00 
2,1,Real Bed,1,1,1,flexible,2,t,f,1,f,180,4,Apartment,10,10,10,100,10,Private room,$250.00 
4,1,Real Bed,2,2,1,moderate,1,t,t,1,f,1125,13,House,10,10,10,97,9,Entire home/apt,$199.00 
2,1,Real Bed,1,1,11,flexible,1,t,f,12,f,1125,0,Apartment,,,,,,Entire home/apt,$150.00 
2,1,Real Bed,1,1,7,strict,2,t,f,7,f,30,87,House,9,9,10,93,9,Private room,$80.00 
7,2,Real Bed,3,7,1,strict,1,t,f,1,f,1125,1,House,10,10,10,100,10,Entire home/apt,$800.00 
5,1,Real Bed,2,3,1,strict,1,t,f,2,t,1125,1,House,,,,,,Entire home/apt,$275.00 
6,2,Real Bed,3,4,1,strict,1,t,f,1,f,1125,2,House,10,10,10,100,10,Entire home/apt,$995.00 
4,1,Real Bed,2,2,1,moderate,1,t,f,1,f,1125,6,Apartment,10,10,10,100,10,Entire home/apt,$210.00 
5,1,Real Bed,2,2,1,strict,1,t,f,1,f,1125,2,House,9,9,9,90,9,Entire home/apt,$195.00 
2,1.5,Real Bed,1,1,2,strict,1,t,t,2,f,7,12,House,10,10,9,98,10,Private room,$95.00 
4,1,Real Bed,1,2,1,strict,1,t,f,6,f,1125,13,Apartment,10,10,10,78,8,Entire home/apt,$99.00 
4,1,Real Bed,1,2,1,moderate,3,t,f,1,f,1125,4,Apartment,10,10,10,100,10,Entire home/apt,$85.00 
6,2.5,Real Bed,3,4,2,moderate,2,t,f,2,f,1125,7,House,10,10,10,100,10,Entire home/apt,$179.00 
2,1,Real Bed,1,1,7,strict,1,t,f,7,f,1125,33,House,9,10,10,93,9,Private room,$89.00 
8,2,Real Bed,2,6,1,flexible,1,t,f,1,f,1125,1,House,10,10,10,80,8,Entire home/apt,"$1,000.00 "
6,1.5,Real Bed,3,2,1,strict,1,t,f,1,f,5,0,House,,,,,,Entire home/apt,$650.00 
4,1,Real Bed,1,2,1,flexible,1,t,f,1,f,4,0,Apartment,,,,,,Entire home/apt,$350.00 
3,1,Real Bed,1,1,1,moderate,2,t,f,1,f,1125,3,Apartment,10,10,10,99,9,Private room,$150.00 
7,2,Real Bed,3,5,1,strict,1,t,f,2,f,10,3,House,9,10,10,93,9,Entire home/apt,$200.00 
2,1.5,Real Bed,1,1,1,moderate,2,t,f,1,f,7,4,House,10,10,10,100,10,Private room,$59.00 
2,1,Real Bed,0,1,1,flexible,1,t,f,1,f,1125,1,Apartment,10,10,10,100,10,Entire home/apt,$65.00 
2,1,Real Bed,1,1,1,strict,1,t,f,1,f,35,4,Apartment,9,10,10,95,10,Entire home/apt,$179.00 
5,1,Real Bed,2,1,3,moderate,1,t,f,11,f,1125,42,Apartment,10,10,10,97,10,Entire home/apt,$120.00 
2,1,Real Bed,1,1,11,flexible,1,t,f,12,f,1125,0,Apartment,,,,,,Entire home/apt,$150.00 
3,1.5,Real Bed,1,2,4,strict,2,t,f,4,f,365,2,Apartment,10,10,10,100,9,Entire home/apt,$120.00 
2,1,Real Bed,1,2,1,moderate,1,t,f,1,f,10,27,Apartment,10,10,9,92,9,Private room,$65.00 
2,1,Real Bed,1,1,1,strict,1,t,f,1,f,1125,0,Apartment,,,,,,Private room,$75.00 
2,1,Real Bed,0,1,2,strict,1,t,f,7,f,1125,12,House,9,10,10,98,9,Entire home/apt,$133.00 
5,1,Real Bed,1,2,1,strict,8,t,f,1,f,1125,1,Apartment,10,10,10,100,10,Entire home/apt,$171.00 
6,1.5,Real Bed,3,4,7,strict,1,t,f,339,f,165,9,House,9,9,9,91,9,Entire home/apt,$199.00 
2,,Real Bed,1,1,3,flexible,1,t,f,3,f,1125,6,Cabin,10,10,9,97,10,Private room,$110.00 
8,2.5,Real Bed,3,3,1,strict,1,t,f,1,f,1125,3,House,10,10,10,100,10,Entire home/apt,$750.00 
2,1,Real Bed,1,1,1,strict,2,t,f,1,f,6,0,House,,,,,,Private room,$100.00 
4,1,Real Bed,1,2,1,flexible,1,t,f,1,f,1125,1,Apartment,10,10,10,100,10,Entire home/apt,$120.00 
2,1,Real Bed,1,1,1,moderate,2,t,f,1,f,1125,0,Apartment,,,,,,Private room,$100.00 
6,1.5,Real Bed,2,3,7,strict,1,t,f,339,f,165,8,House,8,10,10,93,10,Entire home/apt,$110.00 
8,2,Real Bed,3,3,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,"$5,000.00 "
6,2.5,Real Bed,3,3,1,strict,1,t,f,1,f,1125,3,House,10,10,10,100,10,Entire home/apt,$650.00 
3,2,Real Bed,1,2,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Private room,$250.00 
5,1,Real Bed,2,2,4,strict,2,t,t,4,f,360,9,House,9,9,10,90,9,Entire home/apt,$189.00 
8,1,Real Bed,1,4,10,strict,1,t,t,12,f,9999,28,House,10,10,10,95,10,Private room,$99.00 
2,1.5,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,3,Condominium,10,9,9,100,10,Entire home/apt,$135.00 
4,1,Real Bed,1,2,1,moderate,4,t,f,1,f,1125,1,Apartment,10,10,10,100,10,Entire home/apt,$265.00 
6,1,Real Bed,2,3,1,flexible,1,t,f,1,f,1125,0,Bungalow,,,,,,Entire home/apt,$124.00 
3,1,Real Bed,1,1,2,moderate,1,t,f,2,f,1125,1,Apartment,10,10,10,100,10,Private room,$160.00 
4,1,Real Bed,1,1,1,moderate,2,t,f,1,f,5,0,Apartment,,,,,,Private room,$250.00 
2,1,Real Bed,1,1,1,strict,2,t,f,1,f,1125,12,House,10,10,9,98,10,Private room,$70.00 
6,1,Real Bed,2,3,1,strict,4,t,f,2,t,365,129,House,10,10,10,94,9,Entire home/apt,$145.00 
2,1,Real Bed,1,1,11,flexible,1,t,f,12,f,1125,0,Apartment,,,,,,Entire home/apt,$150.00 
2,0.5,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Private room,$333.00 
10,3.5,Real Bed,5,6,1,strict,1,t,f,1,f,1125,2,House,9,8,10,80,9,Entire home/apt,"$1,099.00 "
10,2,Real Bed,4,5,1,strict,1,t,f,1,f,1125,21,House,10,10,10,100,10,Entire home/apt,$620.00 
8,2,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,2,House,10,10,10,100,8,Entire home/apt,$450.00 
6,3,Real Bed,3,4,1,moderate,1,t,f,1,f,14,2,House,10,10,10,100,10,Entire home/apt,"$1,000.00 "
4,1,Real Bed,2,2,3,strict,4,t,f,3,f,1125,1,House,10,10,8,100,10,Entire home/apt,$250.00 
3,1,Real Bed,1,1,1,flexible,2,t,f,1,f,4,3,Other,10,10,9,100,10,Private room,$89.00 
3,1,Real Bed,1,1,3,flexible,1,t,f,3,f,10,2,Apartment,10,10,10,100,10,Entire home/apt,$175.00 
4,1,Real Bed,2,2,1,strict,1,t,f,1,f,1125,1,House,10,10,10,100,10,Entire home/apt,$135.00 
6,1,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,7,House,10,10,10,90,9,Entire home/apt,$150.00 
4,1,Real Bed,2,3,1,moderate,3,t,f,1,f,1125,2,House,8,9,8,80,8,Entire home/apt,$148.00 
4,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,6,Apartment,10,10,10,97,10,Entire home/apt,$280.00 
6,2.5,Real Bed,3,3,7,strict,1,t,f,339,f,365,10,House,10,9,9,85,9,Entire home/apt,$287.00 
6,2,Real Bed,2,3,1,strict,1,t,f,1,f,30,1,House,10,10,10,94,6,Entire home/apt,$550.00 
